FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,m/s,m/s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
2012-09-14 08:15:00,400925700,267,250,0.5,0.5,0.0,23.2,23.2,74.9,23.9,18.5,20.0,960.10,449,930
2012-09-14 08:15:30,400925730,259,242,0.4,0.4,-0.1,23.7,23.7,76.1,24.5,19.3,20.6,959.90,452,956
2012-09-14 08:16:00,400925760,253,235,0.8,0.8,-0.2,24.0,24.0,76.0,24.9,19.5,20.8,959.70,453,967
2012-09-14 08:16:30,400925790,245,227,1.1,1.0,-0.5,23.3,23.3,75.7,24.1,18.8,20.2,959.80,453,941
2012-09-14 08:17:00,400925820,244,227,0.6,0.5,-0.2,23.0,23.0,76.7,23.8,18.7,20.0,959.70,453,931
2012-09-14 08:17:30,400925850,244,227,0.5,0.4,-0.2,23.8,23.8,78.1,24.8,19.8,21.0,959.80,453,963
2012-09-14 08:18:00,400925880,248,230,1.6,1.5,-0.6,23.5,23.5,77.8,24.4,19.4,20.6,959.70,453,951
2012-09-14 08:18:30,400925910,254,237,1.8,1.7,-0.5,22.4,22.4,80.2,23.2,18.8,19.9,959.70,453,910
2012-09-14 08:19:00,400925940,256,239,0.8,0.8,-0.2,22.5,22.5,82.0,23.4,19.2,20.2,959.70,454,915
2012-09-14 08:19:30,400925970,227,210,0.4,0.3,-0.3,23.7,23.7,80.8,24.8,20.2,21.2,959.70,454,963
2012-09-14 08:20:00,400926000,216,198,1.4,0.8,-1.1,22.1,22.1,80.5,22.9,18.6,19.7,959.70,454,899
2012-09-14 08:20:30,400926030,216,198,0.9,0.6,-0.8,22.4,22.4,82.6,23.3,19.2,20.2,959.60,454,911
2012-09-14 08:21:00,400926060,218,200,1.7,1.1,-1.4,22.1,22.1,82.3,22.9,19.0,20.0,959.70,453,901
2012-09-14 08:21:30,400926090,147,129,0.4,0.2,-0.4,22.9,22.9,82.6,24.0,19.7,20.7,959.70,453,931
2012-09-14 08:22:00,400926120,147,129,1.0,0.5,-0.8,23.1,23.1,79.7,24.1,19.4,20.5,959.80,453,935
2012-09-14 08:22:30,400926150,147,129,1.0,0.6,-0.9,22.8,22.8,79.7,23.7,19.1,20.2,959.70,454,925
2012-09-14 08:23:00,400926180,146,129,0.8,0.4,-0.7,22.3,22.3,81.6,23.1,19.0,20.0,959.70,454,907
2012-09-14 08:23:30,400926210,148,130,0.5,0.2,-0.4,22.3,22.3,83.6,23.3,19.4,20.3,959.70,454,911
2012-09-14 08:24:00,400926240,146,129,1.2,0.7,-1.0,23.2,23.2,81.8,24.2,19.9,20.9,959.70,453,943
2012-09-14 08:24:30,400926270,146,128,0.9,0.5,-0.7,23.5,23.5,78.0,24.4,19.4,20.6,959.80,452,949
2012-09-14 08:25:00,400926300,146,128,1.2,0.7,-1.0,23.3,23.3,78.2,24.2,19.3,20.5,959.80,453,942
2012-09-14 08:25:30,400926330,146,129,1.0,0.6,-0.8,23.5,23.5,77.6,24.4,19.4,20.6,959.80,453,952
2012-09-14 08:26:00,400926360,145,128,1.5,0.9,-1.3,23.3,23.3,76.6,24.1,18.9,20.2,959.70,453,941
2012-09-14 08:26:30,400926390,76,59,2.9,2.8,0.7,22.4,22.4,76.1,23.1,18.0,19.4,959.80,452,903
2012-09-14 08:27:00,400926420,76,59,1.5,1.5,0.4,23.6,23.6,76.9,24.5,19.3,20.6,959.80,453,953
2012-09-14 08:27:30,400926450,51,33,2.8,2.1,1.8,22.5,22.5,74.2,23.1,17.7,19.2,959.90,452,907
2012-09-14 08:28:00,400926480,51,33,1.9,1.5,1.2,22.5,22.5,77.0,23.2,18.3,19.6,959.80,453,910
2012-09-14 08:28:30,400926510,51,33,2.1,1.6,1.3,22.6,22.6,76.2,23.3,18.2,19.6,959.90,452,911
2012-09-14 08:29:00,400926540,51,33,0.8,0.6,0.5,23.3,23.3,76.5,24.1,19.0,20.3,959.90,452,942
2012-09-14 08:29:30,400926570,50,33,2.1,1.6,1.3,22.3,22.3,75.5,23.0,17.7,19.2,959.90,452,898
2012-09-14 08:30:00,400926600,82,64,1.9,1.9,0.3,23.5,23.5,77.7,24.4,19.4,20.6,959.70,453,951
2012-09-14 08:30:30,400926630,75,58,3.1,3.0,0.8,23.7,23.7,77.7,24.6,19.6,20.8,959.80,453,959
2012-09-14 08:31:00,400926660,79,62,3.1,3.1,0.6,22.9,22.9,75.2,23.6,18.3,19.7,959.80,453,924
2012-09-14 08:31:30,400926690,77,60,2.5,2.5,0.6,23.1,23.1,76.8,23.9,18.8,20.1,959.80,452,933
2012-09-14 08:32:00,400926720,77,60,1.6,1.6,0.4,23.4,23.4,76.4,24.2,19.0,20.3,959.80,452,944
2012-09-14 08:32:30,400926750,69,52,1.8,1.7,0.6,22.9,22.9,75.4,23.6,18.3,19.7,959.80,452,921
2012-09-14 08:33:00,400926780,69,52,1.3,1.3,0.5,22.6,22.6,77.1,23.3,18.4,19.7,959.70,454,916
2012-09-14 08:33:30,400926810,70,53,2.2,2.0,0.7,23.0,23.0,76.9,23.8,18.7,20.0,959.70,453,929
2012-09-14 08:34:00,400926840,70,53,1.5,1.4,0.5,22.9,22.9,77.8,23.7,18.9,20.1,959.80,453,928
2012-09-14 08:34:30,400926870,70,53,0.5,0.4,0.2,24.2,24.2,77.5,25.2,20.0,21.2,959.80,452,976
2012-09-14 08:35:00,400926900,70,52,1.2,1.1,0.4,23.4,23.4,74.1,24.1,18.5,20.0,959.80,453,942
2012-09-14 08:35:30,400926930,95,77,2.1,2.1,-0.2,23.9,23.9,73.9,24.7,19.0,20.5,959.80,453,963
2012-09-14 08:36:00,400926960,48,30,2.5,1.8,1.7,23.8,23.8,73.7,24.5,18.8,20.3,959.90,451,956
2012-09-14 08:36:30,400926990,51,34,2.8,2.2,1.7,23.7,23.7,73.8,24.4,18.7,20.2,959.80,452,952
2012-09-14 08:37:00,400927020,62,45,2.2,1.9,1.0,22.9,22.9,74.6,23.5,18.1,19.6,959.80,453,922
2012-09-14 08:37:30,400927050,62,45,1.6,1.4,0.7,23.3,23.3,75.5,24.1,18.7,20.1,959.80,453,941
2012-09-14 08:38:00,400927080,70,52,1.3,1.2,0.4,23.0,23.0,74.4,23.6,18.2,19.7,959.90,452,926
2012-09-14 08:38:30,400927110,68,50,2.6,2.4,1.0,22.7,22.7,74.2,23.3,17.8,19.4,959.90,452,912
2012-09-14 08:39:00,400927140,68,50,1.8,1.6,0.7,23.4,23.4,75.9,24.2,18.9,20.2,959.80,453,945
2012-09-14 08:39:30,400927170,68,50,2.2,2.1,0.8,23.5,23.5,73.7,24.2,18.5,20.0,959.90,452,944
2012-09-14 08:40:00,400927200,68,50,1.4,1.3,0.5,23.1,23.1,73.5,23.8,18.1,19.7,959.90,452,929
2012-09-14 08:40:30,400927230,68,50,1.3,1.2,0.5,23.2,23.2,73.0,23.8,18.1,19.7,959.90,452,931
2012-09-14 08:41:00,400927260,68,50,1.8,1.7,0.7,22.8,22.8,72.9,23.4,17.7,19.3,959.80,453,918
2012-09-14 08:41:30,400927290,64,46,0.9,0.8,0.4,23.1,23.1,74.6,23.8,18.4,19.9,959.80,452,930
2012-09-14 08:42:00,400927320,44,27,1.5,1.0,1.0,23.8,23.8,73.4,24.5,18.7,20.3,959.80,452,955
2012-09-14 08:42:30,400927350,35,17,1.9,1.1,1.5,23.0,23.0,71.8,23.5,17.7,19.4,960.00,451,923
2012-09-14 08:43:00,400927380,35,17,2.0,1.2,1.7,22.4,22.4,72.2,22.9,17.2,18.9,959.90,452,899
2012-09-14 08:43:30,400927410,35,17,1.1,0.6,0.9,22.9,22.9,74.0,23.5,18.0,19.5,959.90,452,919
2012-09-14 08:44:00,400927440,35,17,1.5,0.8,1.2,23.1,23.1,73.1,23.7,18.1,19.7,959.80,453,930
2012-09-14 08:44:30,400927470,40,23,1.6,1.0,1.2,23.8,23.8,74.2,24.5,18.9,20.4,959.80,453,957
2012-09-14 08:45:00,400927500,42,24,1.6,1.1,1.2,23.1,23.1,74.0,23.8,18.2,19.7,959.90,452,929
2012-09-14 08:45:30,400927530,42,24,2.0,1.3,1.5,23.3,23.3,73.6,24.0,18.3,19.8,959.90,452,935
2012-09-14 08:46:00,400927560,42,24,1.3,0.8,0.9,24.0,24.0,73.7,24.8,19.0,20.5,959.90,452,963
2012-09-14 08:46:30,400927590,43,26,0.9,0.6,0.6,23.8,23.8,73.5,24.5,18.7,20.3,959.80,452,954
2012-09-14 08:47:00,400927620,35,18,3.1,1.8,2.5,22.6,22.6,72.7,23.2,17.4,19.1,959.90,452,908
2012-09-14 08:47:30,400927650,62,45,2.1,1.9,1.0,23.1,23.1,75.2,23.9,18.5,19.9,959.90,451,929
2012-09-14 08:48:00,400927680,72,55,3.2,3.1,1.0,22.9,22.9,75.3,23.6,18.3,19.7,959.90,452,921
2012-09-14 08:48:30,400927710,61,43,2.6,2.2,1.3,22.9,22.9,74.8,23.5,18.2,19.7,959.90,452,921
2012-09-14 08:49:00,400927740,61,43,3.5,3.0,1.7,22.4,22.4,75.7,23.1,17.9,19.3,959.80,452,904
2012-09-14 08:49:30,400927770,56,39,1.7,1.4,1.0,22.7,22.7,76.1,23.4,18.3,19.6,959.90,452,917
2012-09-14 08:50:00,400927800,63,46,1.7,1.5,0.8,22.7,22.7,75.6,23.4,18.2,19.6,959.90,452,917
2012-09-14 08:50:30,400927830,64,47,1.8,1.6,0.8,23.2,23.2,75.4,24.0,18.6,20.0,959.70,453,935
2012-09-14 08:51:00,400927860,64,46,1.4,1.3,0.6,22.7,22.7,74.4,23.3,17.9,19.4,959.80,453,914
2012-09-14 08:51:30,400927890,64,46,0.7,0.6,0.3,23.4,23.4,74.9,24.1,18.7,20.2,959.90,451,941
2012-09-14 08:52:00,400927920,64,46,2.1,1.9,0.9,23.3,23.3,73.3,23.9,18.2,19.8,959.90,452,934
2012-09-14 08:52:30,400927950,64,46,2.3,2.1,1.0,22.9,22.9,72.7,23.5,17.7,19.4,959.90,452,918
2012-09-14 08:53:00,400927980,56,38,0.7,0.6,0.4,23.1,23.1,74.3,23.8,18.3,19.8,960.20,449,926
2012-09-14 08:53:30,400928010,129,111,0.0,0.0,0.0,24.6,24.6,69.2,25.1,18.6,20.4,960.30,448,978
2012-09-14 08:54:00,400928040,112,95,0.0,0.0,0.0,25.2,25.2,70.0,26.1,19.3,21.1,960.00,450,1005
2012-09-14 08:54:30,400928070,25,7,0.0,0.0,0.0,25.2,25.2,71.0,26.2,19.5,21.2,960.20,448,1003
2012-09-14 08:55:00,400928100,18,1,0.0,0.0,0.0,25.4,25.4,71.2,26.6,19.8,21.4,960.20,449,1014
2012-09-14 08:55:30,400928130,20,2,0.0,0.0,0.0,25.4,25.4,71.3,26.6,19.8,21.4,959.90,452,1016
2012-09-14 08:56:00,400928160,30,12,0.0,0.0,0.0,25.5,25.5,71.7,26.8,20.0,21.6,959.40,456,1025
2012-09-14 08:56:30,400928190,30,12,0.0,0.0,0.0,25.5,25.5,71.5,26.8,20.0,21.6,959.70,454,1023
2012-09-14 08:57:00,400928220,33,16,0.0,0.0,0.0,25.8,25.8,69.3,27.1,19.8,21.5,959.40,456,1034
2012-09-14 08:57:30,400928250,38,21,0.0,0.0,0.0,25.7,25.7,69.6,27.0,19.8,21.5,958.80,461,1038
2012-09-14 08:58:00,400928280,26,9,0.0,0.0,0.0,25.9,25.9,68.8,27.2,19.7,21.5,958.60,462,1045
2012-09-14 08:58:30,400928310,13,355,0.0,0.0,0.0,25.9,25.9,68.7,27.2,19.7,21.5,958.50,464,1047
2012-09-14 08:59:00,400928340,9,351,0.0,0.0,0.0,26.0,26.0,68.2,27.4,19.7,21.5,959.20,457,1042
2012-09-14 08:59:30,400928370,13,355,0.0,0.0,0.0,25.9,25.9,69.1,27.3,19.8,21.6,958.30,465,1049
2012-09-14 09:00:00,400928400,18,1,0.0,0.0,0.0,26.0,26.0,68.1,27.3,19.6,21.4,957.50,473,1061
2012-09-14 09:00:30,400928430,13,356,0.0,0.0,0.0,26.0,26.0,68.0,27.3,19.6,21.4,957.20,475,1064
2012-09-14 09:01:00,400928460,11,353,0.0,0.0,0.0,26.1,26.1,67.6,27.5,19.6,21.5,956.10,485,1080
2012-09-14 09:01:30,400928490,13,356,0.0,0.0,0.0,26.0,26.0,68.5,27.4,19.7,21.5,956.20,484,1075
2012-09-14 09:02:00,400928520,12,354,0.0,0.0,0.0,26.2,26.2,66.8,27.5,19.5,21.5,956.90,477,1073
2012-09-14 09:02:30,400928550,5,347,0.0,0.0,0.0,26.3,26.3,66.3,27.7,19.5,21.5,956.70,479,1077
2012-09-14 09:03:00,400928580,4,346,0.0,0.0,0.0,26.3,26.3,66.1,27.7,19.5,21.5,957.00,476,1077
2012-09-14 09:03:30,400928610,3,346,0.0,0.0,0.0,26.2,26.2,67.1,27.6,19.6,21.5,957.70,471,1065
2012-09-14 09:04:00,400928640,2,345,0.0,0.0,0.0,26.3,26.3,66.0,27.7,19.4,21.4,958.00,469,1065
2012-09-14 09:04:30,400928670,3,345,0.0,0.0,0.0,26.3,26.3,65.8,27.6,19.4,21.4,958.30,465,1062
2012-09-14 09:05:00,400928700,2,344,0.0,0.0,0.0,26.3,26.3,66.4,27.7,19.5,21.5,959.20,458,1051
2012-09-14 09:05:30,400928730,12,355,0.0,0.0,0.0,26.5,26.5,64.8,27.9,19.4,21.5,960.30,448,1047
2012-09-14 09:06:00,400928760,28,10,0.0,0.0,0.0,26.3,26.3,65.6,27.6,19.4,21.4,960.30,448,1041
2012-09-14 09:06:30,400928790,33,15,0.0,0.0,0.0,26.6,26.6,64.3,27.9,19.3,21.4,959.30,457,1058
2012-09-14 09:07:00,400928820,29,11,0.0,0.0,0.0,26.4,26.4,65.6,27.8,19.4,21.4,958.50,464,1062
2012-09-14 09:07:30,400928850,13,355,0.0,0.0,0.0,26.6,26.6,64.6,28.0,19.4,21.5,958.30,465,1071
2012-09-14 09:08:00,400928880,2,344,0.0,0.0,0.0,26.4,26.4,66.5,27.9,19.6,21.6,958.10,467,1066
2012-09-14 09:08:30,400928910,2,345,0.0,0.0,0.0,26.6,26.6,65.4,28.0,19.6,21.6,958.30,465,1073
2012-09-14 09:09:00,400928940,33,16,0.0,0.0,0.0,25.4,25.4,67.2,26.2,18.9,20.8,957.90,470,1033
2012-09-14 09:09:30,400928970,95,77,0.0,0.0,0.0,25.5,25.5,68.1,26.5,19.2,21.1,957.70,470,1039
2012-09-14 09:10:00,400929000,90,73,1.1,1.1,0.0,25.0,25.0,66.5,25.5,18.3,20.3,958.00,469,1014
2012-09-14 09:10:30,400929030,38,20,1.7,1.1,1.4,24.0,24.0,68.4,24.4,17.8,19.7,958.00,468,977
2012-09-14 09:11:00,400929060,31,13,2.3,1.2,2.0,23.4,23.4,69.8,23.9,17.5,19.4,957.80,470,957
2012-09-14 09:11:30,400929090,355,338,1.2,0.1,1.2,23.9,23.9,72.5,24.6,18.7,20.3,957.90,470,983
2012-09-14 09:12:00,400929120,22,4,1.9,0.7,1.8,23.3,23.3,70.3,23.8,17.6,19.4,957.90,469,953
2012-09-14 09:12:30,400929150,41,24,3.7,2.5,2.8,23.2,23.2,71.1,23.7,17.6,19.4,957.90,469,948
2012-09-14 09:13:00,400929180,38,21,2.3,1.4,1.8,23.4,23.4,72.5,24.0,18.2,19.8,957.90,469,959
2012-09-14 09:13:30,400929210,31,14,2.3,1.2,1.9,24.0,24.0,72.1,24.7,18.7,20.3,958.00,468,981
2012-09-14 09:14:00,400929240,12,354,2.3,0.5,2.3,23.2,23.2,71.5,23.7,17.8,19.5,958.00,468,949
2012-09-14 09:14:30,400929270,17,0,3.5,1.0,3.4,22.9,22.9,71.4,23.4,17.4,19.2,958.00,469,938
2012-09-14 09:15:00,400929300,13,356,2.4,0.6,2.4,23.3,23.3,72.3,23.9,18.1,19.7,957.90,469,955
2012-09-14 09:15:30,400929330,28,11,1.6,0.8,1.4,24.2,24.2,73.2,24.9,19.1,20.6,957.80,470,994
2012-09-14 09:16:00,400929360,17,0,1.9,0.6,1.8,24.8,24.8,70.8,25.5,19.1,20.8,958.00,468,1010
2012-09-14 09:16:30,400929390,13,355,1.7,0.4,1.7,23.7,23.7,69.9,24.2,17.9,19.7,957.80,470,970
2012-09-14 09:17:00,400929420,12,355,1.3,0.3,1.3,23.5,23.5,71.7,24.0,18.1,19.8,957.70,470,964
2012-09-14 09:17:30,400929450,19,2,1.8,0.6,1.7,24.4,24.4,71.4,25.0,18.9,20.5,957.80,470,997
2012-09-14 09:18:00,400929480,33,15,2.4,1.3,2.1,24.3,24.3,69.7,24.8,18.4,20.2,957.70,470,994
2012-09-14 09:18:30,400929510,28,11,3.0,1.4,2.7,24.5,24.5,67.9,24.9,18.2,20.1,957.70,470,999
2012-09-14 09:19:00,400929540,38,20,1.5,0.9,1.2,24.6,24.6,68.4,25.0,18.4,20.3,957.60,472,1004
2012-09-14 09:19:30,400929570,352,335,2.3,0.3,2.3,23.9,23.9,67.1,24.2,17.5,19.5,957.70,470,976
2012-09-14 09:20:00,400929600,15,357,2.6,0.7,2.6,23.9,23.9,68.1,24.3,17.6,19.6,957.70,471,976
2012-09-14 09:20:30,400929630,8,350,0.8,0.1,0.8,24.7,24.7,69.4,25.3,18.7,20.5,957.70,470,1007
2012-09-14 09:21:00,400929660,40,23,3.5,2.3,2.7,24.9,24.9,68.1,25.5,18.6,20.5,957.70,471,1016
2012-09-14 09:21:30,400929690,8,351,2.6,0.4,2.6,24.8,24.8,67.3,25.2,18.4,20.4,957.80,470,1010
2012-09-14 09:22:00,400929720,14,356,2.1,0.5,2.1,25.5,25.5,67.1,26.4,19.0,20.9,957.80,470,1039
2012-09-14 09:22:30,400929750,38,21,2.1,1.3,1.6,24.9,24.9,66.3,25.4,18.2,20.3,957.70,470,1011
2012-09-14 09:23:00,400929780,41,23,2.1,1.4,1.6,24.2,24.2,67.1,24.5,17.7,19.7,957.60,471,989
2012-09-14 09:23:30,400929810,44,26,2.1,1.4,1.5,24.4,24.4,68.9,24.8,18.3,20.2,957.60,471,996
2012-09-14 09:24:00,400929840,44,27,2.0,1.4,1.4,25.2,25.2,69.6,26.1,19.3,21.1,957.70,471,1032
2012-09-14 09:24:30,400929870,25,8,1.8,0.8,1.7,24.9,24.9,68.4,25.5,18.7,20.6,957.80,470,1014
2012-09-14 09:25:00,400929900,16,358,2.4,0.6,2.3,24.7,24.7,67.2,25.1,18.2,20.2,957.70,471,1007
2012-09-14 09:25:30,400929930,11,354,2.9,0.6,2.9,24.2,24.2,67.6,24.6,17.8,19.8,957.70,471,988
2012-09-14 09:26:00,400929960,356,339,2.2,0.1,2.2,23.7,23.7,69.4,24.2,17.8,19.6,957.60,471,970
2012-09-14 09:26:30,400929990,356,338,2.0,0.2,2.0,24.0,24.0,70.4,24.5,18.3,20.0,957.50,472,985
2012-09-14 09:27:00,400930020,329,312,1.5,0.8,1.3,24.0,24.0,69.4,24.5,18.0,19.8,957.70,471,982
2012-09-14 09:27:30,400930050,17,359,1.6,0.4,1.5,24.8,24.8,68.0,25.3,18.5,20.4,957.60,472,1013
2012-09-14 09:28:00,400930080,63,45,2.5,2.2,1.1,24.4,24.4,68.7,24.8,18.3,20.2,957.60,471,999
2012-09-14 09:28:30,400930110,19,1,2.3,0.7,2.1,25.6,25.6,69.6,26.8,19.7,21.4,957.50,473,1049
2012-09-14 09:29:00,400930140,16,359,2.9,0.8,2.8,23.7,23.7,66.4,24.0,17.1,19.2,957.60,472,968
2012-09-14 09:29:30,400930170,21,4,2.5,0.9,2.3,24.5,24.5,68.9,24.9,18.4,20.3,957.60,472,1004
2012-09-14 09:30:00,400930200,26,9,3.3,1.4,2.9,24.1,24.1,68.4,24.5,17.9,19.8,957.50,472,985
2012-09-14 09:30:30,400930230,39,22,2.6,1.6,2.0,24.4,24.4,69.4,24.9,18.5,20.3,957.50,473,1000
2012-09-14 09:31:00,400930260,23,5,2.0,0.8,1.9,24.2,24.2,68.3,24.6,18.0,19.9,957.50,472,988
2012-09-14 09:31:30,400930290,34,17,1.9,1.1,1.6,23.9,23.9,68.9,24.3,17.8,19.7,957.40,473,979
2012-09-14 09:32:00,400930320,10,352,1.7,0.3,1.7,25.3,25.3,69.2,26.3,19.2,21.0,957.50,473,1035
2012-09-14 09:32:30,400930350,14,357,2.5,0.6,2.4,24.4,24.4,66.7,24.7,17.8,19.9,957.50,473,998
2012-09-14 09:33:00,400930380,25,7,2.5,1.0,2.3,24.3,24.3,68.4,24.7,18.1,20.0,957.40,473,994
2012-09-14 09:33:30,400930410,358,341,3.4,0.1,3.4,23.6,23.6,69.1,24.1,17.6,19.5,957.50,472,967
2012-09-14 09:34:00,400930440,4,346,3.4,0.2,3.4,24.3,24.3,70.3,24.8,18.6,20.3,957.40,474,999
2012-09-14 09:34:30,400930470,11,353,2.1,0.4,2.1,25.0,25.0,70.8,25.9,19.3,21.0,957.40,474,1025
2012-09-14 09:35:00,400930500,356,338,1.7,0.1,1.7,24.6,24.6,68.5,25.0,18.4,20.3,957.50,472,1005
2012-09-14 09:35:30,400930530,4,346,3.0,0.2,3.0,24.4,24.4,68.4,24.8,18.2,20.1,957.50,472,997
2012-09-14 09:36:00,400930560,12,354,3.1,0.6,3.0,24.1,24.1,67.7,24.5,17.7,19.7,957.50,473,987
2012-09-14 09:36:30,400930590,5,348,1.6,0.2,1.6,24.1,24.1,67.7,24.5,17.8,19.8,957.50,473,987
2012-09-14 09:37:00,400930620,12,354,1.4,0.3,1.4,23.9,23.9,68.6,24.3,17.8,19.7,957.50,473,980
2012-09-14 09:37:30,400930650,12,354,0.7,0.1,0.7,24.7,24.7,68.1,25.2,18.4,20.3,957.60,472,1010
2012-09-14 09:38:00,400930680,22,4,1.6,0.6,1.5,25.7,25.7,67.0,26.7,19.1,21.1,957.50,472,1047
2012-09-14 09:38:30,400930710,37,19,1.9,1.1,1.5,25.0,25.0,64.8,25.4,17.9,20.1,957.50,473,1017
2012-09-14 09:39:00,400930740,30,13,1.7,0.9,1.5,25.4,25.4,65.1,26.1,18.4,20.5,957.50,473,1034
2012-09-14 09:39:30,400930770,35,18,1.9,1.1,1.6,25.4,25.4,65.3,26.1,18.5,20.6,957.50,473,1035
2012-09-14 09:40:00,400930800,17,0,2.9,0.9,2.7,24.5,24.5,65.6,24.7,17.7,19.9,957.40,474,1002
2012-09-14 09:40:30,400930830,30,13,2.3,1.2,2.0,25.3,25.3,67.3,26.1,18.8,20.7,957.40,474,1034
2012-09-14 09:41:00,400930860,2,344,2.5,0.1,2.5,24.6,24.6,67.2,24.9,18.2,20.2,957.40,474,1007
2012-09-14 09:41:30,400930890,4,347,1.7,0.1,1.7,26.0,26.0,67.1,27.2,19.5,21.4,957.50,472,1061
2012-09-14 09:42:00,400930920,342,325,2.6,0.8,2.5,24.9,24.9,65.2,25.3,17.9,20.1,957.40,474,1015
2012-09-14 09:42:30,400930950,24,6,2.2,0.9,2.0,25.8,25.8,65.8,26.8,18.9,20.9,957.40,473,1051
2012-09-14 09:43:00,400930980,19,1,2.4,0.8,2.3,25.5,25.5,65.2,26.3,18.5,20.6,957.40,474,1040
2012-09-14 09:43:30,400931010,33,15,2.3,1.3,2.0,24.6,24.6,67.0,24.9,18.1,20.1,957.50,473,1006
2012-09-14 09:44:00,400931040,17,359,2.2,0.6,2.2,25.8,25.8,66.4,26.9,19.1,21.1,957.40,473,1051
2012-09-14 09:44:30,400931070,24,7,2.5,1.0,2.2,25.8,25.8,64.6,26.7,18.6,20.7,957.40,473,1048
2012-09-14 09:45:00,400931100,9,351,2.0,0.3,2.0,25.0,25.0,64.9,25.4,17.9,20.1,957.40,474,1019
